Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
1.1,0,1,4.099,4.099,10.127,2.0532,2.0505,255,210,0,255,105
1.1333,0.0333,2,4.123,4.123,10.176,2.0531,2.0333,255,211,0,255,105
121.1333,120.0333,3,4.117,4.117,10.164,2.0532,2.0419,255,213,0,255,105
241.1333,240.0333,4,4.104,4.104,10.138,2.0531,2.0162,255,213,0,255,105
361.1333,360.0333,5,4.107,4.107,10.143,2.0536,2.0591,255,222,0,255,105
481.1333,480.0333,6,4.167,4.167,10.255,2.0554,2.0247,255,210,0,255,105
601.1333,600.0333,7,4.204,4.204,10.324,2.0577,2.0247,255,220,0,255,105
721.1333,720.0333,8,4.329,4.329,10.561,2.0608,2.0247,255,210,0,255,105
841.1333,840.0333,9,4.454,4.454,10.8,2.062,2.0505,255,212,0,255,105
961.1333,960.0333,10,4.568,4.568,11.02,2.0654,2.0419,255,212,0,255,105
1081.1333,1080.0333,11,4.664,4.664,11.205,2.0655,2.0419,255,211,0,255,105
1201.1333,1200.0333,12,4.679,4.679,11.231,2.0672,2.0505,255,223,0,255,105
1321.1333,1320.0333,13,4.688,4.688,11.244,2.0685,2.0505,255,217,0,255,105
1441.1333,1440.0333,14,4.694,4.694,11.255,2.0695,2.0505,255,225,0,255,105
1561.1333,1560.0333,15,4.732,4.732,11.328,2.0706,2.0591,255,212,0,255,105
1681.1333,1680.0333,16,4.725,4.725,11.315,2.0719,2.0591,255,228,0,255,105
1801.1333,1800.0333,17,4.742,4.742,11.347,2.0739,2.0591,255,212,0,255,105
1921.1333,1920.0333,18,4.757,4.757,11.373,2.0739,2.0591,255,220,0,255,105
2041.1333,2040.0333,19,4.742,4.742,11.345,2.0758,2.0591,255,210,0,255,105
2161.1333,2160.0333,20,4.725,4.725,11.314,2.0756,2.0676,255,222,0,255,105
2281.1333,2280.0333,21,4.727,4.727,11.316,2.0777,2.0591,255,227,0,255,105
2401.1333,2400.0333,22,4.743,4.743,11.346,2.0761,2.0591,255,210,0,255,105
2521.1333,2520.0333,23,4.705,4.705,11.272,2.0759,2.0934,255,209,0,255,105
2641.1333,2640.0333,24,4.724,4.724,11.312,2.074,2.0934,255,210,0,255,105
2761.1333,2760.0333,25,4.729,4.729,11.32,2.0752,2.0762,255,211,0,255,105
2881.1333,2880.0333,26,4.753,4.753,11.365,2.0761,2.0762,255,210,0,255,105
3001.1333,3000.0333,27,4.731,4.731,11.323,2.076,2.0676,255,215,0,255,105
3121.1333,3120.0333,28,4.735,4.735,11.328,2.077,2.0762,255,212,0,255,105
3241.1333,3240.0333,29,4.725,4.725,11.31,2.0769,2.0762,255,223,0,255,105
3361.1333,3360.0333,30,4.734,4.734,11.328,2.0769,2.0762,255,218,0,255,105
3481.1333,3480.0333,31,4.73,4.73,11.321,2.0771,2.0848,255,210,0,255,105
3601.1333,3600.0333,32,4.734,4.734,11.326,2.0805,2.0676,255,214,0,255,105
3721.1333,3720.0333,33,4.746,4.746,11.35,2.0814,2.0676,255,212,0,255,105
3841.1333,3840.0333,34,4.734,4.734,11.328,2.0777,2.0676,255,211,0,255,105
3961.1333,3960.0333,35,4.73,4.73,11.321,2.0824,2.0591,255,219,0,255,105
4081.1333,4080.0333,36,4.755,4.755,11.368,2.0778,2.0591,255,212,0,255,105
4201.1333,4200.0333,37,4.747,4.747,11.353,2.078,2.0762,255,225,0,255,105
4321.1333,4320.0333,38,4.727,4.727,11.312,2.0786,2.0676,255,210,0,255,105
4441.1333,4440.0333,39,4.734,4.734,11.327,2.0786,2.0676,255,212,0,255,105
4561.1333,4560.0333,40,4.712,4.712,11.285,2.0779,2.0676,255,212,0,255,105
4681.1333,4680.0333,41,4.721,4.721,11.302,2.0783,2.0676,255,210,0,255,105
4801.1333,4800.0333,42,4.727,4.727,11.314,2.0846,2.0762,255,211,0,255,105
4921.1333,4920.0333,43,4.745,4.745,11.35,2.0837,2.0762,255,220,0,255,105
5041.1333,5040.0333,44,4.687,4.687,11.236,2.0842,2.0505,255,209,0,255,105
5161.1333,5160.0333,45,4.693,4.693,11.249,2.0839,2.0505,255,210,0,255,105
5281.1333,5280.0333,46,4.718,4.718,11.297,2.0829,2.0505,255,213,0,255,105
5401.1333,5400.0333,47,4.715,4.715,11.292,2.0832,2.0505,255,213,0,255,105
5521.1333,5520.0333,48,4.733,4.733,11.326,2.0834,2.0505,255,223,0,255,105
5641.1333,5640.0333,49,4.724,4.724,11.308,2.0832,2.0676,255,211,0,255,105
5761.1333,5760.0333,50,4.714,4.714,11.288,2.0777,2.0762,255,227,0,255,105
5881.1333,5880.0333,51,4.722,4.722,11.303,2.0775,2.0762,255,220,0,255,105
6001.1333,6000.0333,52,4.734,4.734,11.326,2.0771,2.0762,255,220,0,255,105
6121.1333,6120.0333,53,4.717,4.717,11.293,2.0778,2.0762,255,210,0,255,105
6241.1333,6240.0333,54,4.738,4.738,11.334,2.0829,2.0762,255,209,0,255,105
6361.1333,6360.0333,55,4.724,4.724,11.31,2.0763,2.0676,255,212,0,255,105
6481.1333,6480.0333,56,4.723,4.723,11.302,2.0782,2.0591,255,212,0,255,105
6601.1333,6600.0333,57,4.716,4.716,11.292,2.0773,2.0591,255,212,0,255,105
6721.1333,6720.0333,58,4.728,4.728,11.315,2.0763,2.0591,255,213,0,255,105
6841.1333,6840.0333,59,4.722,4.722,11.306,2.076,2.0591,255,213,0,255,105
6961.1333,6960.0333,60,4.736,4.736,11.331,2.076,2.0591,255,212,0,255,105
7081.1333,7080.0333,61,4.727,4.727,11.313,2.0765,2.0591,255,216,0,255,105
7201.1333,7200.0333,62,4.736,4.736,11.333,2.0755,2.0591,255,211,0,255,105
7321.1333,7320.0333,63,4.722,4.722,11.305,2.0758,2.0505,255,212,0,255,105
7441.1333,7440.0333,64,4.732,4.732,11.325,2.0757,2.0505,255,223,0,255,105
7561.1333,7560.0333,65,4.717,4.717,11.294,2.0769,2.0505,255,220,0,255,105
7681.1333,7680.0333,66,4.712,4.712,11.286,2.0767,2.0505,255,212,0,255,105
7801.1333,7800.0333,67,4.755,4.755,11.368,2.0763,2.0505,255,217,0,255,105
7921.1333,7920.0333,68,4.742,4.742,11.342,2.0771,2.0762,255,229,0,255,105
8041.1333,8040.0333,69,4.739,4.739,11.337,2.0769,2.0762,255,225,0,255,105
8161.1333,8160.0333,70,4.742,4.742,11.343,2.0765,2.0762,255,225,0,255,105
8281.1333,8280.0333,71,4.742,4.742,11.344,2.0764,2.0762,255,220,0,255,105
8401.1333,8400.0333,72,4.753,4.753,11.365,2.0776,2.0762,255,214,0,255,105
8521.1333,8520.0333,73,4.761,4.761,11.379,2.0778,2.0762,255,213,0,255,105
8641.1333,8640.0333,74,4.749,4.749,11.357,2.0773,2.0505,255,216,0,255,105
8761.1333,8760.0333,75,4.723,4.723,11.307,2.0776,2.0591,255,211,0,255,105
8881.1333,8880.0333,76,4.739,4.739,11.337,2.0769,2.0591,255,226,0,255,105
9001.1333,9000.0333,77,4.749,4.749,11.358,2.0777,2.0676,255,213,0,255,105
9121.1333,9120.0333,78,4.737,4.737,11.333,2.0781,2.0591,255,220,0,255,105
9241.1333,9240.0333,79,4.739,4.739,11.337,2.0781,2.0591,255,212,0,255,105
9361.1333,9360.0333,80,4.73,4.73,11.321,2.0767,2.0505,255,225,0,255,105
9481.1333,9480.0333,81,4.757,4.757,11.372,2.0782,2.0591,255,212,0,255,105
9601.1333,9600.0333,82,4.742,4.742,11.343,2.0778,2.0676,255,226,0,255,105
9721.1333,9720.0333,83,4.744,4.744,11.347,2.0779,2.0505,255,213,0,255,105
9841.1333,9840.0333,84,4.74,4.74,11.341,2.0759,2.0591,255,220,0,255,105
9961.1333,9960.0333,85,4.738,4.738,11.336,2.0779,2.0676,255,210,0,255,105
10081.1333,10080.0333,86,4.735,4.735,11.328,2.0772,2.0505,255,214,0,255,105
10201.1333,10200.0333,87,4.749,4.749,11.356,2.0773,2.0505,255,221,0,255,105
10321.1333,10320.0333,88,4.734,4.734,11.328,2.0771,2.0505,255,216,0,255,105
10441.1333,10440.0333,89,4.741,4.741,11.34,2.0774,2.0505,255,214,0,255,105
10561.1333,10560.0333,90,4.75,4.75,11.359,2.0775,2.0505,255,227,0,255,105
10681.1333,10680.0333,91,4.744,4.744,11.346,2.0776,2.0505,255,211,0,255,105
10801.1333,10800.0333,92,4.736,4.736,11.331,2.0776,2.0505,255,212,0,255,105
10921.1333,10920.0333,93,4.73,4.73,11.32,2.0778,2.0505,255,219,0,255,105
11041.1333,11040.0333,94,4.746,4.746,11.351,2.0775,2.0505,255,216,0,255,105
11161.1333,11160.0333,95,4.768,4.768,11.394,2.0772,2.0419,255,243,0,255,105
11281.1333,11280.0333,96,4.732,4.732,11.325,2.0766,2.0591,255,209,0,255,105
11401.1333,11400.0333,97,4.73,4.73,11.32,2.0772,2.0591,255,220,0,255,105
11521.1333,11520.0333,98,4.723,4.723,11.307,2.0775,2.0333,255,210,0,255,105
